transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status
JO-2504-1999-12415,C Mall,C Mall Aqaba,01/02/2025 15:56,0.66,8.96,Sale,Completed
JO-2504-6779-40620,C Mall,C Mall Irbid,01/02/2025 15:51,1.67,22.51,Sale,Completed
JO-2504-5780-30295,Z Mall,Z Mall Al Jubeiha,01/02/2025 14:59,1.35,18.35,Sale,Completed
JO-2504-2909-26640,C Mall,C Mall Amman,01/02/2025 14:56,1.34,18.27,Sale,Completed
JO-2504-4698-30603,Y Mall,Y Mall Dabouq,01/02/2025 14:51,0.48,6.55,Sale,Completed
JO-2504-7208-39070,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 14:48,0.66,8.9,Sale,Completed
JO-2504-9567-61152,Y Mall,Y Mall Shmeisani,01/02/2025 14:38,0.24,3.27,Sale,Completed
JO-2504-4555-48225,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 14:36,1.32,17.91,Sale,Completed
JO-2504-3228-62476,Z Mall,Z Mall Al Jubeiha,01/02/2025 14:36,0.24,3.27,Sale,Completed
JO-2504-2551-22529,C Mall,C Mall Amman,01/02/2025 14:29,0.66,8.96,Sale,Completed
JO-2504-1004-65729,Z Mall,Z Mall Al Bayader,01/02/2025 14:24,0.42,5.67,Sale,Completed
JO-2504-5648-73211,Z Mall,Z Mall Al Jubeiha,01/02/2025 14:24,0.24,3.27,Sale,Completed
JO-2504-8084-98377,C Mall,C Mall Irbid,01/02/2025 14:22,0.48,6.55,Sale,Completed
JO-2504-6286-69718,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 14:07,0.86,11.74,Sale,Completed
JO-2504-1639-32209,Y Mall,Y Mall Shmeisani,01/02/2025 14:05,0.66,8.96,Sale,Completed
JO-2504-6393-93885,C Mall,C Mall Aqaba,01/02/2025 14:04,0.24,3.27,Sale,Completed
JO-2504-7930-81189,Z Mall,Z Mall Al Jubeiha,01/02/2025 13:57,0.5,6.8,Sale,Completed
JO-2504-2274-65766,Z Mall,Z Mall Gardens,01/02/2025 13:33,0.36,4.88,Sale,Completed
JO-2504-1483-75530,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 13:07,0.24,3.27,Sale,Completed
JO-2504-4958-83409,Z Mall,Z Mall Al Bayader,01/02/2025 13:03,0.34,4.54,Sale,Completed
JO-2504-8281-74204,C Mall,C Mall Amman,01/02/2025 13:00,0.57,7.61,Sale,Completed
JO-2504-2997-90697,Z Mall,Z Mall Al Bayader,01/02/2025 12:49,0.24,3.27,Sale,Completed
JO-2504-3241-62426,Y Mall,Y Mall Dabouq,01/02/2025 12:44,0.66,8.96,Sale,Completed
JO-2504-4445-25736,Z Mall,Z Mall Gardens,01/02/2025 12:39,0.24,3.27,Sale,Completed
JO-2504-3901-66477,Z Mall,Z Mall Al Bayader,01/02/2025 12:29,0.52,7.07,Sale,Completed
JO-2504-8598-58998,Z Mall,Z Mall Al Bayader,01/02/2025 12:27,0.24,3.27,Sale,Completed
JO-2504-9836-42025,Y Mall,Y Mall Shmeisani,01/02/2025 12:20,1.32,17.91,Sale,Completed
JO-2504-2299-61775,Y Mall,Y Mall Shmeisani,01/02/2025 12:19,1.44,19.4,Sale,Completed
JO-2504-8301-26935,Z Mall,Z Mall Al Bayader,01/02/2025 11:57,0.28,3.8,Sale,Completed
JO-2504-9524-22911,Y Mall,Y Mall Shmeisani,01/02/2025 11:48,0.05,0.68,Sale,Completed
JO-2504-3798-90553,Y Mall,Y Mall Dabouq,01/02/2025 11:27,0.06,0.8,Sale,Completed
JO-2504-6811-84303,C Mall,C Mall Amman,01/02/2025 11:24,0.46,6.24,Sale,Completed
JO-2504-5904-15848,Z Mall,Z Mall Gardens,01/02/2025 11:15,0.66,8.96,Sale,Completed
JO-2504-4847-99178,Y Mall,Y Mall Dabouq,01/02/2025 11:00,0.39,5.31,Sale,Completed
JO-2504-4460-27565,C Mall,C Mall Irbid,01/02/2025 10:18,0.24,3.27,Sale,Completed
JO-2504-2653-85130,Z Mall,Z Mall Al Jubeiha,31/01/2025 19:47,1.5,20.23,Sale,Completed
JO-2504-2069-38371,Z Mall,Z Mall Al Bayader,31/01/2025 19:45,1.1,14.91,Sale,Completed
JO-2504-9121-94749,Y Mall,Y Mall Dabouq,31/01/2025 19:03,1.82,24.42,Sale,Completed
JO-2504-8517-72156,C Mall,C Mall Irbid,31/01/2025 18:54,0.66,8.96,Sale,Completed
JO-2504-7747-86803,C Mall,C Mall Irbid,31/01/2025 18:48,0.69,9.3,Sale,Completed
JO-2504-2167-99826,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 18:38,0.66,8.96,Sale,Completed
JO-2504-4278-10043,Z Mall,Z Mall Al Jubeiha,31/01/2025 18:31,1.32,17.91,Sale,Completed
JO-2504-4221-27218,Z Mall,Z Mall Al Bayader,31/01/2025 18:27,0.36,4.77,Sale,Completed
JO-2504-5724-55410,Y Mall,Y Mall Dabouq,31/01/2025 18:26,0.05,0.68,Sale,Completed
JO-2504-4706-67656,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 18:25,0.41,5.45,Sale,Completed
JO-2504-9689-98468,C Mall,C Mall Irbid,31/01/2025 18:06,0.06,0.8,Sale,Completed
JO-2504-4294-71817,Z Mall,Z Mall Gardens,31/01/2025 18:02,1.74,23.63,Sale,Completed
JO-2504-9556-16859,Z Mall,Z Mall Al Jubeiha,31/01/2025 17:36,0.06,0.8,Sale,Completed
JO-2504-5570-40956,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 17:31,0.66,8.96,Sale,Completed
JO-2504-4757-73574,Y Mall,Y Mall Dabouq,31/01/2025 17:15,0.27,3.68,Sale,Completed
JO-2504-6955-30643,C Mall,C Mall Amman,31/01/2025 17:04,0.66,8.96,Sale,Completed
JO-2504-4920-17182,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 17:03,1.41,18.97,Sale,Completed
JO-2504-1302-80092,Z Mall,Z Mall Al Jubeiha,31/01/2025 16:37,1.07,14.41,Sale,Completed
JO-2504-5827-64892,C Mall,C Mall Irbid,31/01/2025 16:34,0.2,2.77,Sale,Completed
JO-2504-7599-47299,Z Mall,Z Mall Al Jubeiha,31/01/2025 16:30,3.76,50.76,Sale,Completed
JO-2504-6735-34136,Z Mall,Z Mall Al Bayader,31/01/2025 16:15,0.66,8.96,Sale,Completed
JO-2504-2903-98766,C Mall,C Mall Amman,31/01/2025 16:13,0.66,8.96,Sale,Completed
JO-2504-8917-24908,Z Mall,Z Mall Gardens,31/01/2025 16:03,0.66,8.96,Sale,Completed
JO-2504-4970-56408,Y Mall,Y Mall Dabouq,31/01/2025 15:46,0.24,3.27,Sale,Completed
JO-2504-3470-63311,Y Mall,Y Mall Dabouq,31/01/2025 15:41,0.66,8.96,Sale,Completed
JO-2504-4496-96122,C Mall,C Mall Irbid,31/01/2025 15:39,0.24,3.27,Sale,Completed
JO-2504-5211-53607,C Mall,C Mall Aqaba,31/01/2025 15:38,0.09,1.13,Sale,Completed
JO-2504-9147-69900,Z Mall,Z Mall Al Bayader,31/01/2025 15:35,0.48,6.57,Sale,Completed
JO-2504-1132-13093,C Mall,C Mall Irbid,31/01/2025 15:33,1.08,14.52,Sale,Completed
JO-2504-8044-23282,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 15:32,0.24,3.27,Sale,Completed
JO-2504-1427-25029,Z Mall,Z Mall Gardens,31/01/2025 15:29,1.46,19.73,Sale,Completed
JO-2504-5924-44958,Z Mall,Z Mall Al Bayader,31/01/2025 15:27,1.27,17.07,Sale,Completed
JO-2504-4313-10356,Z Mall,Z Mall Al Jubeiha,31/01/2025 15:26,0.75,10.01,Sale,Completed
JO-2504-7374-20125,C Mall,C Mall Aqaba,31/01/2025 15:19,0.66,8.96,Sale,Completed
JO-2504-8131-36983,Z Mall,Z Mall Al Bayader,31/01/2025 15:14,0.11,1.48,Sale,Completed
JO-2504-2857-82539,C Mall,C Mall Amman,31/01/2025 15:13,0.43,5.83,Sale,Completed
JO-2504-7553-19085,C Mall,C Mall Irbid,31/01/2025 15:00,0.42,5.67,Sale,Completed
JO-2504-1736-66548,Z Mall,Z Mall Al Bayader,31/01/2025 14:58,0.36,4.77,Sale,Completed
JO-2504-7011-29244,Z Mall,Z Mall Al Jubeiha,31/01/2025 14:41,0.48,6.55,Sale,Completed
JO-2504-8937-53072,Z Mall,Z Mall Gardens,31/01/2025 14:35,0.05,0.68,Sale,Completed
JO-2504-1774-80225,C Mall,C Mall Amman,31/01/2025 14:33,0.24,3.27,Sale,Completed
JO-2504-2011-76674,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 14:24,0.75,10.01,Sale,Completed
JO-2504-4810-13160,C Mall,C Mall Amman,31/01/2025 14:23,0.75,10.01,Sale,Completed
JO-2504-5612-86677,Z Mall,Z Mall Al Bayader,31/01/2025 14:14,0.82,11.11,Sale,Completed
JO-2504-6295-37693,C Mall,C Mall Amman,31/01/2025 14:09,0.72,9.75,Sale,Completed
JO-2504-5167-85666,Y Mall,Y Mall Shmeisani,31/01/2025 13:58,0.34,4.54,Sale,Completed
JO-2504-2421-83957,C Mall,C Mall Irbid,31/01/2025 13:56,0.25,3.4,Sale,Completed
JO-2504-4065-44057,C Mall,C Mall Irbid,31/01/2025 13:49,0.66,8.96,Sale,Completed
JO-2504-3312-37454,Z Mall,Z Mall Gardens,31/01/2025 13:48,0.24,3.27,Sale,Completed
JO-2504-7418-97021,C Mall,C Mall Irbid,31/01/2025 13:47,0.24,3.27,Sale,Completed
JO-2504-8245-33254,Y Mall,Y Mall Shmeisani,31/01/2025 13:40,0.24,3.27,Sale,Completed
JO-2504-5617-26618,Z Mall,Z Mall Al Bayader,31/01/2025 13:31,0.24,3.27,Sale,Completed
JO-2504-3535-24024,Z Mall,Z Mall Gardens,31/01/2025 13:18,1.32,17.91,Sale,Completed
JO-2504-5509-40819,Y Mall,Y Mall Shmeisani,31/01/2025 13:17,0.48,6.55,Sale,Completed
JO-2504-3319-43846,Z Mall,Z Mall Al Jubeiha,31/01/2025 12:57,0.28,3.8,Sale,Completed
JO-2504-1865-77864,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 12:55,0.24,3.27,Sale,Completed
JO-2504-3218-40005,C Mall,C Mall Amman,31/01/2025 12:53,0.47,6.35,Sale,Completed
JO-2504-1183-86562,C Mall,C Mall Amman,31/01/2025 12:42,0.37,4.99,Sale,Completed
JO-2504-4914-97631,Y Mall,Y Mall Dabouq,31/01/2025 12:39,0.57,7.61,Sale,Completed
JO-2504-8525-91646,Z Mall,Z Mall Al Bayader,31/01/2025 12:37,0.65,8.79,Sale,Completed
JO-2504-7131-69419,Z Mall,Z Mall Gardens,31/01/2025 12:35,1.02,13.73,Sale,Completed
JO-2504-4657-12446,Z Mall,Z Mall Al Jubeiha,31/01/2025 12:34,0.83,11.07,Sale,Completed
JO-2504-7539-24647,Z Mall,Z Mall Gardens,31/01/2025 12:25,0.41,5.45,Sale,Completed
JO-2504-7107-77319,Y Mall,Y Mall Dabouq,31/01/2025 12:19,0.43,5.81,Sale,Completed
JO-2504-6730-23654,C Mall,C Mall Amman,31/01/2025 12:17,0.66,8.96,Sale,Completed
JO-2504-4800-65829,Z Mall,Z Mall Gardens,31/01/2025 12:15,1.71,23.18,Sale,Completed
JO-2504-8078-38155,Z Mall,Z Mall Al Bayader,31/01/2025 12:06,1,13.46,Sale,Completed
JO-2504-6266-26938,Y Mall,Y Mall Shmeisani,31/01/2025 11:59,0.24,3.27,Refund,Completed
JO-2504-6961-51314,Z Mall,Z Mall Gardens,31/01/2025 11:52,0.87,11.74,Sale,Completed
JO-2504-6882-98517,C Mall,C Mall Amman,31/01/2025 11:31,0.55,7.38,Sale,Completed
JO-2504-9951-61673,Y Mall,Y Mall Shmeisani,31/01/2025 11:11,0.76,10.11,Sale,Completed
JO-2504-4400-83820,C Mall,C Mall Amman,31/01/2025 11:08,0.24,3.27,Sale,Completed
JO-2504-1617-25467,Y Mall,Y Mall Tla'a Al-Ali,31/01/2025 10:43,0.88,11.96,Sale,Completed
JO-2504-7987-38975,C Mall,C Mall Amman,31/01/2025 10:05,0.24,3.27,Sale,Completed
JO-2504-3419-49937,Z Mall,Z Mall Al Bayader,31/01/2025 10:04,0.28,3.8,Sale,Completed
JO-2504-8221-58087,C Mall,C Mall Irbid,31/01/2025 10:00,0.89,12.07,Sale,Completed
JO-2504-2935-50310,Y Mall,Y Mall Dabouq,31/01/2025 9:54,2.13,28.85,Sale,Completed
JO-2504-4929-46215,C Mall,C Mall Irbid,31/01/2025 9:15,0.66,8.96,Sale,Completed
JO-2504-3287-32671,Z Mall,Z Mall Al Bayader,30/01/2025 19:23,0.66,8.96,Sale,Completed
JO-2504-9222-66036,C Mall,C Mall Aqaba,30/01/2025 19:07,0.24,3.27,Sale,Completed
JO-2504-7338-92403,Y Mall,Y Mall Shmeisani,30/01/2025 18:11,0.11,1.48,Sale,Completed
JO-2504-5597-77226,Y Mall,Y Mall Dabouq,30/01/2025 17:57,0.53,7.25,Sale,Completed
JO-2504-9427-90434,C Mall,C Mall Amman,30/01/2025 17:43,0.47,6.4,Sale,Completed
JO-2504-7806-72898,C Mall,C Mall Aqaba,30/01/2025 17:34,1.2,16.18,Sale,Completed
JO-2504-9869-95778,Z Mall,Z Mall Gardens,30/01/2025 17:27,0.44,5.97,Sale,Completed
JO-2504-4516-96021,C Mall,C Mall Amman,30/01/2025 17:20,0.37,4.91,Sale,Completed
JO-2504-7221-50168,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 17:18,0.47,6.4,Sale,Completed
JO-2504-6354-17820,C Mall,C Mall Amman,30/01/2025 17:17,0.44,5.97,Sale,Completed
JO-2504-6553-27132,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 17:13,0.57,7.61,Sale,Completed
JO-2504-2601-85268,Z Mall,Z Mall Gardens,30/01/2025 17:12,0.06,0.8,Sale,Completed
JO-2504-7367-38516,Z Mall,Z Mall Al Jubeiha,30/01/2025 17:01,1.35,18.38,Sale,Completed
JO-2504-9309-21897,C Mall,C Mall Irbid,30/01/2025 16:39,1.21,16.33,Sale,Completed
JO-2504-4494-28403,Z Mall,Z Mall Al Bayader,30/01/2025 16:36,1.32,17.91,Sale,Completed
JO-2504-9572-17727,Y Mall,Y Mall Shmeisani,30/01/2025 16:16,0.24,3.27,Sale,Completed
JO-2504-5657-30785,C Mall,C Mall Aqaba,30/01/2025 15:48,0.11,1.58,Sale,Completed
JO-2504-3920-49450,C Mall,C Mall Aqaba,30/01/2025 15:17,0.39,5.31,Sale,Completed
JO-2504-2489-78726,Y Mall,Y Mall Dabouq,30/01/2025 15:02,0.51,6.86,Sale,Completed
JO-2504-2419-37220,Y Mall,Y Mall Shmeisani,30/01/2025 14:31,1.16,15.65,Sale,Completed
JO-2504-6195-77689,Z Mall,Z Mall Al Jubeiha,30/01/2025 14:16,1,13.5,Sale,Completed
JO-2504-9953-20565,Z Mall,Z Mall Gardens,30/01/2025 14:10,0.25,3.4,Sale,Completed
JO-2504-2920-93810,C Mall,C Mall Amman,30/01/2025 14:09,0.96,12.93,Sale,Completed
JO-2504-8776-77234,Z Mall,Z Mall Al Jubeiha,30/01/2025 14:07,0.24,3.27,Sale,Completed
JO-2504-5413-10398,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 14:03,0.24,3.27,Sale,Completed
JO-2504-7369-31847,Y Mall,Y Mall Dabouq,30/01/2025 14:02,0.44,5.97,Sale,Completed
JO-2504-1428-36753,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 14:02,0.84,11.34,Sale,Completed
JO-2504-9685-43664,C Mall,C Mall Aqaba,30/01/2025 14:02,0.24,3.27,Sale,Completed
JO-2504-3911-56417,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 14:01,1.32,17.91,Sale,Completed
JO-2504-1609-31165,Z Mall,Z Mall Al Bayader,30/01/2025 14:01,0.57,7.61,Sale,Completed
JO-2504-3226-56312,Z Mall,Z Mall Al Bayader,30/01/2025 14:00,0.24,3.27,Sale,Completed
JO-2504-2016-90391,C Mall,C Mall Amman,30/01/2025 14:00,0.25,3.4,Sale,Completed
JO-2504-1589-43550,Z Mall,Z Mall Al Bayader,30/01/2025 14:00,0.24,3.27,Sale,Completed
JO-2504-2728-78292,C Mall,C Mall Amman,30/01/2025 13:59,0.5,6.8,Sale,Completed
JO-2504-4100-25408,C Mall,C Mall Irbid,30/01/2025 12:53,0.42,5.57,Sale,Completed
JO-2504-9671-35006,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 12:51,0.78,10.48,Sale,Completed
JO-2504-8583-82396,Z Mall,Z Mall Al Jubeiha,30/01/2025 12:50,0.42,5.57,Sale,Completed
JO-2504-8501-13181,C Mall,C Mall Amman,30/01/2025 12:40,0.24,3.27,Sale,Completed
JO-2504-4591-97299,C Mall,C Mall Amman,30/01/2025 12:39,0.66,8.96,Sale,Completed
JO-2504-5070-79834,C Mall,C Mall Irbid,30/01/2025 12:36,0.66,8.96,Sale,Completed
JO-2504-9160-39462,C Mall,C Mall Amman,30/01/2025 12:28,0.66,8.96,Sale,Completed
JO-2504-5344-97719,Y Mall,Y Mall Shmeisani,30/01/2025 12:27,0.24,3.27,Sale,Completed
JO-2504-6170-90873,C Mall,C Mall Aqaba,30/01/2025 12:18,0.75,10.01,Sale,Completed
JO-2504-9414-54147,Z Mall,Z Mall Gardens,30/01/2025 12:05,0.24,3.27,Sale,Completed
JO-2504-1869-21469,Z Mall,Z Mall Al Jubeiha,30/01/2025 12:03,0.28,3.8,Sale,Completed
JO-2504-4408-45259,C Mall,C Mall Amman,30/01/2025 12:02,0.48,6.55,Sale,Completed
JO-2504-9130-36909,C Mall,C Mall Irbid,30/01/2025 11:56,0.98,13.13,Sale,Completed
JO-2504-9324-56051,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 11:53,0.32,4.21,Sale,Completed
JO-2504-3874-91606,C Mall,C Mall Amman,30/01/2025 11:46,1.32,17.91,Sale,Completed
JO-2504-6283-97306,Z Mall,Z Mall Gardens,30/01/2025 11:33,0.24,3.27,Sale,Completed
JO-2504-6163-18611,C Mall,C Mall Amman,30/01/2025 11:29,0.36,4.88,Sale,Completed
JO-2504-3394-72009,Z Mall,Z Mall Al Bayader,30/01/2025 11:23,0.97,13.11,Sale,Completed
JO-2504-2579-42621,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 11:17,1.07,14.41,Sale,Completed
JO-2504-9149-84268,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 11:14,0.28,3.8,Sale,Completed
JO-2504-6535-27226,Y Mall,Y Mall Tla'a Al-Ali,30/01/2025 11:03,0.66,8.96,Sale,Completed
JO-2504-6386-53990,Y Mall,Y Mall Shmeisani,30/01/2025 10:25,1.02,13.73,Sale,Completed
JO-2504-6753-75681,Y Mall,Y Mall Shmeisani,30/01/2025 10:11,0.48,6.55,Sale,Completed
JO-2504-6499-40548,Y Mall,Y Mall Tla'a Al-Ali,29/01/2025 20:02,1.54,20.88,Sale,Completed
JO-2504-5699-20398,Z Mall,Z Mall Al Jubeiha,29/01/2025 19:42,0.06,0.8,Sale,Completed
JO-2504-9363-73549,C Mall,C Mall Amman,29/01/2025 18:04,0.36,4.77,Sale,Completed
JO-2504-4816-92630,Y Mall,Y Mall Tla'a Al-Ali,29/01/2025 17:57,0.66,8.96,Sale,Completed
JO-2504-8990-74358,C Mall,C Mall Aqaba,29/01/2025 17:56,0.66,8.96,Sale,Completed
JO-2504-2972-18466,Z Mall,Z Mall Gardens,29/01/2025 17:49,0.24,3.27,Sale,Completed
JO-2504-8651-35685,Z Mall,Z Mall Gardens,29/01/2025 17:29,0.65,8.84,Sale,Completed
JO-2504-7920-19503,Y Mall,Y Mall Tla'a Al-Ali,29/01/2025 17:20,1.32,17.91,Sale,Completed
JO-2504-2423-97397,C Mall,C Mall Irbid,29/01/2025 16:28,0.66,8.96,Sale,Completed
JO-2504-3025-64667,Z Mall,Z Mall Gardens,29/01/2025 16:02,0.66,8.96,Sale,Completed
JO-2504-6584-27280,C Mall,C Mall Aqaba,29/01/2025 15:43,0.72,9.75,Sale,Completed
JO-2504-2545-14532,C Mall,C Mall Irbid,29/01/2025 15:18,1.02,13.83,Sale,Completed
JO-2504-1532-35314,Y Mall,Y Mall Shmeisani,29/01/2025 15:00,0.24,3.27,Sale,Completed
JO-2504-1434-25501,Z Mall,Z Mall Gardens,29/01/2025 14:57,0.66,8.9,Sale,Completed
JO-2504-7839-13909,Z Mall,Z Mall Al Bayader,29/01/2025 14:53,1.85,25.06,Sale,Completed
JO-2504-7761-59392,Y Mall,Y Mall Shmeisani,29/01/2025 14:52,0.36,4.88,Sale,Completed
JO-2504-4585-53723,Z Mall,Z Mall Gardens,29/01/2025 14:30,0.71,9.64,Sale,Completed
JO-2504-9940-93584,Z Mall,Z Mall Gardens,29/01/2025 14:24,0.66,8.96,Sale,Completed
JO-2504-8875-99032,C Mall,C Mall Irbid,29/01/2025 14:21,0.48,6.55,Sale,Completed
JO-2504-4481-14975,C Mall,C Mall Aqaba,29/01/2025 14:20,0.24,3.27,Sale,Completed
JO-2504-1545-71529,C Mall,C Mall Amman,29/01/2025 14:19,0.39,5.31,Sale,Completed
JO-2504-4895-66344,C Mall,C Mall Aqaba,29/01/2025 14:12,1.32,17.91,Sale,Completed
JO-2504-5857-91327,Y Mall,Y Mall Tla'a Al-Ali,29/01/2025 14:04,0.24,3.27,Sale,Completed
JO-2504-6600-56644,C Mall,C Mall Aqaba,29/01/2025 14:01,0.24,3.27,Sale,Completed
JO-2504-9434-33092,C Mall,C Mall Irbid,29/01/2025 13:32,0.66,8.96,Sale,Completed
JO-2504-6851-53968,C Mall,C Mall Aqaba,29/01/2025 13:23,0.24,3.27,Sale,Completed
JO-2504-4564-55948,C Mall,C Mall Amman,29/01/2025 13:07,0.24,3.27,Sale,Completed
JO-2504-9789-90451,Z Mall,Z Mall Al Bayader,29/01/2025 12:48,0.24,3.27,Sale,Completed
JO-2504-9158-88909,C Mall,C Mall Amman,29/01/2025 12:46,0.66,8.96,Sale,Completed
JO-2504-7877-93600,Y Mall,Y Mall Shmeisani,29/01/2025 12:33,0.28,3.8,Sale,Completed
JO-2504-9257-34257,C Mall,C Mall Aqaba,29/01/2025 11:44,0.76,10.21,Sale,Completed
JO-2504-6307-65138,Y Mall,Y Mall Shmeisani,29/01/2025 11:43,0.75,10.01,Sale,Completed
JO-2504-2201-54513,Y Mall,Y Mall Dabouq,29/01/2025 11:42,0.66,8.96,Sale,Completed
JO-2504-8461-45947,Z Mall,Z Mall Al Bayader,29/01/2025 10:40,0.48,6.55,Sale,Completed
JO-2504-2719-31682,C Mall,C Mall Aqaba,29/01/2025 10:23,1.32,17.91,Sale,Completed
JO-2504-3202-80631,Z Mall,Z Mall Al Jubeiha,29/01/2025 10:05,0.66,8.96,Sale,Completed
JO-2504-2880-41101,C Mall,C Mall Aqaba,28/01/2025 20:03,1.09,14.85,Sale,Completed
JO-2504-8071-40788,C Mall,C Mall Aqaba,28/01/2025 19:19,0.41,5.45,Sale,Completed
JO-2504-6004-52669,Z Mall,Z Mall Al Bayader,28/01/2025 17:53,0.66,8.96,Sale,Completed
JO-2504-9321-33341,Y Mall,Y Mall Dabouq,28/01/2025 17:43,0.66,8.96,Sale,Completed
JO-2504-5219-30172,C Mall,C Mall Aqaba,28/01/2025 17:33,0.66,8.96,Sale,Completed
JO-2504-5433-87115,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 16:58,1.32,17.91,Sale,Completed
JO-2504-8225-69362,Z Mall,Z Mall Al Bayader,28/01/2025 16:44,0.24,3.27,Sale,Completed
JO-2504-4777-32272,Z Mall,Z Mall Gardens,28/01/2025 16:30,0.05,0.68,Sale,Completed
JO-2504-2013-26102,C Mall,C Mall Amman,28/01/2025 16:23,0.66,8.96,Sale,Completed
JO-2504-5082-11180,Y Mall,Y Mall Dabouq,28/01/2025 16:23,0.33,4.43,Sale,Completed
JO-2504-5125-21082,C Mall,C Mall Amman,28/01/2025 15:50,1.35,18.2,Sale,Completed
JO-2504-5538-47675,Z Mall,Z Mall Al Bayader,28/01/2025 15:27,1.32,17.91,Sale,Completed
JO-2504-2142-65835,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 15:23,0.28,3.8,Sale,Completed
JO-2504-1476-92302,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 15:23,0.48,6.55,Sale,Completed
JO-2504-8604-64644,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 15:22,0.48,6.55,Sale,Completed
JO-2504-5297-50679,C Mall,C Mall Aqaba,28/01/2025 15:22,1.07,14.46,Sale,Completed
JO-2504-5772-11523,Y Mall,Y Mall Dabouq,28/01/2025 15:05,0.48,6.55,Sale,Completed
JO-2504-1269-83413,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 15:00,1.32,17.91,Sale,Completed
JO-2504-4818-63024,C Mall,C Mall Aqaba,28/01/2025 14:59,1.32,17.91,Sale,Completed
JO-2504-5300-82163,C Mall,C Mall Irbid,28/01/2025 14:39,0.65,8.84,Sale,Completed
JO-2504-3102-44005,Z Mall,Z Mall Al Bayader,28/01/2025 14:12,0.98,13.21,Sale,Completed
JO-2504-3103-46441,Z Mall,Z Mall Al Jubeiha,28/01/2025 14:11,1.76,23.81,Sale,Completed
JO-2504-5405-91348,Z Mall,Z Mall Al Bayader,28/01/2025 13:54,0.66,8.96,Sale,Completed
JO-2504-1882-45781,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 13:43,0.48,6.55,Sale,Completed
JO-2504-9945-61132,C Mall,C Mall Irbid,28/01/2025 13:43,0.66,8.96,Sale,Completed
JO-2504-4569-30927,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 13:42,0.66,8.96,Sale,Completed
JO-2504-1553-23809,Z Mall,Z Mall Al Jubeiha,28/01/2025 13:23,0.28,3.8,Sale,Completed
JO-2504-2192-25137,C Mall,C Mall Amman,28/01/2025 13:21,0.98,13.23,Sale,Completed
JO-2504-5664-81566,Z Mall,Z Mall Al Bayader,28/01/2025 13:14,0.66,8.96,Sale,Completed
JO-2504-7133-97246,Y Mall,Y Mall Tla'a Al-Ali,28/01/2025 13:09,0.66,8.96,Sale,Completed
JO-2504-3256-33425,C Mall,C Mall Aqaba,28/01/2025 13:07,0.24,3.27,Sale,Completed
JO-2504-5522-29597,Y Mall,Y Mall Dabouq,28/01/2025 13:05,0.24,3.27,Sale,Completed
JO-2504-5828-40092,Z Mall,Z Mall Al Bayader,28/01/2025 12:49,0.42,5.67,Sale,Completed
JO-2504-8787-55156,C Mall,C Mall Irbid,28/01/2025 12:48,1.69,22.74,Sale,Completed
JO-2504-4997-39899,C Mall,C Mall Aqaba,28/01/2025 12:41,0.24,3.27,Sale,Completed
JO-2504-8582-49925,Y Mall,Y Mall Dabouq,28/01/2025 12:35,0.24,3.27,Sale,Completed
JO-2504-4831-86985,Z Mall,Z Mall Gardens,28/01/2025 12:30,0.24,3.27,Sale,Completed
JO-2504-8999-52991,Z Mall,Z Mall Al Jubeiha,28/01/2025 12:25,0.24,3.27,Sale,Completed
JO-2504-8113-69699,C Mall,C Mall Amman,28/01/2025 12:23,0.24,3.27,Sale,Completed
JO-2504-8066-67753,C Mall,C Mall Aqaba,28/01/2025 11:43,0.24,3.27,Sale,Completed
JO-2504-8902-97348,Y Mall,Y Mall Dabouq,28/01/2025 11:42,0.72,9.75,Sale,Completed
JO-2504-9772-96593,Y Mall,Y Mall Shmeisani,28/01/2025 10:00,1.07,14.41,Sale,Completed
